task_id,date,site_id,machine_id,machine_class,operator_id,task_type,unit,quantity,ground_condition,rain_prev_24h_mm,planned_start,planned_duration_min,actual_start,actual_end,actual_duration_min,productive_min,completed_quantity,status,avg_temp_c,rain_during_task_mm,assigned_by
T00370,2025-05-15,S02,EXC004,electric_excavator,OP1004,trenching,m3,125,dry,0.0,2025-05-15 08:08:00,200,2025-05-15 08:07:00,2025-05-15 11:54:00,227.0,185,125.0,completed,29.0,0.0,ADMIN01
T00371,2025-05-15,S02,EXC004,electric_excavator,OP1004,truck_loading,m3,170,dry,0.0,2025-05-15 12:23:00,136,2025-05-15 12:02:00,2025-05-15 16:28:00,266.0,131,170.0,completed,33.6,0.0,ADMIN01
T00372,2025-05-15,S02,EXC004,electric_excavator,OP1004,trenching,m3,120,dry,0.0,2025-05-15 14:49:00,192,2025-05-15 16:32:00,,,21,12.3,partial,33.3,0.0,ADMIN01
T00373,2025-05-15,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,35,dry,0.0,2025-05-15 08:08:00,168,2025-05-15 08:05:00,2025-05-15 10:48:00,163.0,145,35.0,completed,34.1,0.0,ADMIN01
T00374,2025-05-15,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,25,dry,0.0,2025-05-15 11:51:00,120,2025-05-15 10:52:00,2025-05-15 14:11:00,199.0,119,25.0,completed,37.6,0.0,ADMIN01
T00375,2025-05-15,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,15,dry,0.0,2025-05-15 14:01:00,90,2025-05-15 14:16:00,,,76,12.9,partial,38.8,0.0,ADMIN01
T00376,2025-05-15,S03,EXC006,excavator,OP1006,truck_loading,m3,240,rocky,4.8,2025-05-15 08:08:00,192,2025-05-15 08:06:00,2025-05-15 11:10:00,184.0,136,240.0,completed,28.2,0.0,ADMIN01
T00377,2025-05-15,S03,EXC006,excavator,OP1006,excavation,m3,170,rocky,4.8,2025-05-15 12:15:00,175,2025-05-15 11:14:00,2025-05-15 15:38:00,264.0,183,170.0,completed,32.6,0.0,ADMIN01
T00378,2025-05-15,S03,WL002,wheel_loader,OP1008,truck_loading,m3,360,rocky,4.8,2025-05-15 08:08:00,216,2025-05-15 08:06:00,2025-05-15 13:21:00,315.0,185,360.0,completed,29.2,0.0,ADMIN01
T00379,2025-05-15,S03,WL002,wheel_loader,OP1008,truck_loading,m3,315,rocky,4.8,2025-05-15 12:39:00,189,2025-05-15 13:30:00,,,136,255.7,partial,33.1,0.0,ADMIN01
T00380,2025-05-15,S02,DZ001,dozer,OP1009,spreading,m3,240,dry,0.0,2025-05-15 08:08:00,157,2025-05-15 08:07:00,2025-05-15 10:58:00,171.0,139,240.0,completed,28.2,0.0,ADMIN01
T00381,2025-05-15,S02,DZ001,dozer,OP1009,spreading,m3,170,dry,0.0,2025-05-15 11:40:00,111,2025-05-15 11:05:00,2025-05-15 13:46:00,161.0,106,170.0,completed,32.1,0.0,ADMIN01
T00382,2025-05-15,S02,DZ001,dozer,OP1009,site_clearing,m2,1240,dry,0.0,2025-05-15 13:41:00,223,2025-05-15 13:58:00,,,142,861.6,partial,33.6,0.0,ADMIN01
T00383,2025-05-15,S03,DZ002,dozer,OP1010,spreading,m3,175,rocky,4.8,2025-05-15 08:08:00,115,2025-05-15 08:08:00,2025-05-15 09:56:00,108.0,87,175.0,completed,27.2,0.0,ADMIN01
T00384,2025-05-15,S03,DZ002,dozer,OP1010,grading,m2,1630,rocky,4.8,2025-05-15 10:58:00,196,2025-05-15 10:01:00,2025-05-15 14:13:00,252.0,164,1630.0,completed,31.3,0.0,ADMIN01
T00385,2025-05-15,S03,DZ002,dozer,OP1010,site_clearing,m2,530,rocky,4.8,2025-05-15 14:24:00,95,2025-05-15 14:25:00,2025-05-15 16:27:00,122.0,93,530.0,completed,33.2,0.0,ADMIN01
T00386,2025-05-15,S01,BH001,backhoe_loader,OP1011,trenching,m3,60,dry,0.0,2025-05-15 08:08:00,216,2025-05-15 08:08:00,2025-05-15 12:12:00,244.0,189,60.0,completed,35.0,0.0,ADMIN01
T00387,2025-05-15,S01,BH001,backhoe_loader,OP1011,backfilling,m3,50,dry,0.0,2025-05-15 12:39:00,103,2025-05-15 12:16:00,2025-05-15 15:17:00,181.0,107,50.0,completed,38.6,0.0,ADMIN01
T00388,2025-05-15,S02,BH002,backhoe_loader,OP1012,trenching,m3,65,dry,0.0,2025-05-15 08:08:00,234,2025-05-15 08:08:00,2025-05-15 12:09:00,241.0,214,65.0,completed,29.2,0.0,ADMIN01
T00389,2025-05-15,S02,BH002,backhoe_loader,OP1012,backfilling,m3,110,dry,0.0,2025-05-15 12:57:00,226,2025-05-15 12:17:00,2025-05-15 16:57:00,280.0,195,110.0,completed,33.5,0.0,ADMIN01
T00390,2025-05-16,S01,EXC001,mini_excavator,OP1007,trenching,m3,30,wet,29.5,2025-05-16 08:08:00,180,2025-05-16 08:05:00,2025-05-16 13:29:00,324.0,209,30.0,completed,33.6,0.0,ADMIN01
T00391,2025-05-16,S01,EXC001,mini_excavator,OP1007,trenching,m3,30,wet,29.5,2025-05-16 12:03:00,180,2025-05-16 13:35:00,,,164,22.5,partial,36.1,0.0,ADMIN01
T00392,2025-05-16,S01,EXC002,excavator,OP1002,trenching,m3,140,wet,29.5,2025-05-16 08:08:00,224,2025-05-16 08:05:00,2025-05-16 13:46:00,341.0,233,140.0,completed,33.7,0.0,ADMIN01
T00393,2025-05-16,S01,EXC002,excavator,OP1002,truck_loading,m3,175,wet,29.5,2025-05-16 12:47:00,140,2025-05-16 13:57:00,,,136,161.2,partial,36.1,0.0,ADMIN01
T00394,2025-05-16,S02,EXC003,excavator,OP1003,excavation,m3,220,dry,0.0,2025-05-16 08:08:00,226,2025-05-16 08:08:00,2025-05-16 12:15:00,247.0,220,220.0,completed,28.0,0.0,ADMIN01
T00395,2025-05-16,S02,EXC003,excavator,OP1003,trenching,m3,75,dry,0.0,2025-05-16 12:49:00,120,2025-05-16 12:25:00,2025-05-16 15:48:00,203.0,143,75.0,completed,30.4,7.3,ADMIN01
T00396,2025-05-16,S02,EXC004,electric_excavator,OP1004,trenching,m3,135,dry,0.0,2025-05-16 08:08:00,216,2025-05-16 08:05:00,2025-05-16 11:43:00,218.0,185,135.0,completed,27.6,0.0,ADMIN01
T00397,2025-05-16,S02,EXC004,electric_excavator,OP1004,trenching,m3,90,dry,0.0,2025-05-16 12:39:00,144,2025-05-16 11:52:00,2025-05-16 15:48:00,236.0,137,90.0,completed,30.2,7.3,ADMIN01
T00398,2025-05-16,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,35,wet,29.5,2025-05-16 08:08:00,168,2025-05-16 08:05:00,2025-05-16 11:25:00,200.0,169,35.0,completed,33.0,0.0,ADMIN01
T00399,2025-05-16,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,40,wet,29.5,2025-05-16 11:51:00,192,2025-05-16 11:30:00,2025-05-16 16:08:00,278.0,206,40.0,completed,35.9,0.0,ADMIN01
T00400,2025-05-16,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,20,wet,29.5,2025-05-16 15:13:00,96,,,,0,0.0,not_started,,0.0,ADMIN01
T00401,2025-05-16,S03,EXC006,excavator,OP1015,excavation,m3,205,rocky,0.0,2025-05-16 08:08:00,211,2025-05-16 08:07:00,2025-05-16 14:15:00,368.0,275,205.0,completed,28.7,0.0,ADMIN01
T00402,2025-05-16,S03,EXC006,excavator,OP1015,truck_loading,m3,245,rocky,0.0,2025-05-16 12:34:00,196,2025-05-16 14:19:00,,,111,117.2,partial,31.5,0.0,ADMIN01
T00403,2025-05-16,S01,WL001,wheel_loader,OP1007,stockpiling,m3,405,wet,29.5,2025-05-16 08:08:00,194,2025-05-16 08:06:00,2025-05-16 14:26:00,380.0,239,405.0,completed,34.0,0.0,ADMIN01
T00404,2025-05-16,S01,WL001,wheel_loader,OP1007,truck_loading,m3,380,wet,29.5,2025-05-16 12:17:00,228,2025-05-16 14:31:00,,,98,129.4,partial,36.1,0.0,ADMIN01
T00405,2025-05-16,S03,WL002,wheel_loader,OP1008,stockpiling,m3,255,rocky,0.0,2025-05-16 08:08:00,122,2025-05-16 08:08:00,2025-05-16 10:36:00,148.0,112,255.0,completed,26.9,0.0,ADMIN01
T00406,2025-05-16,S03,WL002,wheel_loader,OP1008,truck_loading,m3,205,rocky,0.0,2025-05-16 10:20:00,123,2025-05-16 10:44:00,2025-05-16 13:55:00,191.0,107,205.0,completed,30.1,0.0,ADMIN01
T00407,2025-05-16,S03,WL002,wheel_loader,OP1008,stockpiling,m3,455,rocky,0.0,2025-05-16 12:33:00,218,2025-05-16 14:04:00,,,153,326.8,partial,31.5,0.0,ADMIN01
T00408,2025-05-16,S02,DZ001,dozer,OP1009,grading,m2,1885,dry,0.0,2025-05-16 08:08:00,226,2025-05-16 08:05:00,2025-05-16 11:46:00,221.0,186,1885.0,completed,27.7,0.0,ADMIN01
T00409,2025-05-16,S02,DZ001,dozer,OP1009,grading,m2,1380,dry,0.0,2025-05-16 12:49:00,166,2025-05-16 11:57:00,2025-05-16 15:40:00,223.0,148,1380.0,completed,30.5,7.3,ADMIN01
T00410,2025-05-16,S03,DZ002,dozer,OP1010,site_clearing,m2,955,rocky,0.0,2025-05-16 08:08:00,172,2025-05-16 08:05:00,2025-05-16 11:18:00,193.0,159,955.0,completed,27.3,0.0,ADMIN01
T00411,2025-05-16,S03,DZ002,dozer,OP1010,site_clearing,m2,1185,rocky,0.0,2025-05-16 11:55:00,213,2025-05-16 11:22:00,2025-05-16 16:47:00,325.0,222,1185.0,completed,31.1,0.0,ADMIN01
T00412,2025-05-16,S01,BH001,backhoe_loader,OP1011,trenching,m3,35,wet,29.5,2025-05-16 08:08:00,126,2025-05-16 08:07:00,2025-05-16 10:53:00,166.0,132,35.0,completed,32.7,0.0,ADMIN01
T00413,2025-05-16,S01,BH001,backhoe_loader,OP1011,trenching,m3,60,wet,29.5,2025-05-16 11:09:00,216,2025-05-16 10:59:00,2025-05-16 15:58:00,299.0,223,60.0,completed,35.7,0.0,ADMIN01
T00414,2025-05-16,S01,BH001,backhoe_loader,OP1011,trenching,m3,25,wet,29.5,2025-05-16 14:55:00,90,2025-05-16 16:09:00,,,49,14.1,partial,36.0,0.0,ADMIN01
T00415,2025-05-16,S02,BH002,backhoe_loader,OP1012,trenching,m3,50,dry,0.0,2025-05-16 08:08:00,180,2025-05-16 08:08:00,2025-05-16 11:48:00,220.0,151,50.0,completed,27.4,0.0,ADMIN01
T00416,2025-05-16,S02,BH002,backhoe_loader,OP1012,backfilling,m3,100,dry,0.0,2025-05-16 12:03:00,206,2025-05-16 11:56:00,2025-05-16 16:30:00,274.0,196,100.0,completed,30.6,7.3,ADMIN01
T00417,2025-05-17,S01,EXC001,mini_excavator,OP1001,trenching,m3,30,dry,0.0,2025-05-17 08:08:00,180,2025-05-17 08:07:00,2025-05-17 11:10:00,183.0,136,30.0,completed,32.4,0.0,ADMIN01
T00418,2025-05-17,S01,EXC001,mini_excavator,OP1001,excavation,m3,30,dry,0.0,2025-05-17 12:03:00,144,2025-05-17 11:17:00,2025-05-17 14:52:00,215.0,147,30.0,completed,36.1,0.0,ADMIN01
T00419,2025-05-17,S01,EXC001,mini_excavator,OP1001,trenching,m3,30,dry,0.0,2025-05-17 14:37:00,180,2025-05-17 15:03:00,,,104,18.4,partial,36.7,0.0,ADMIN01
T00420,2025-05-17,S01,EXC002,excavator,OP1002,trenching,m3,140,dry,0.0,2025-05-17 08:08:00,224,2025-05-17 08:06:00,2025-05-17 11:19:00,193.0,170,140.0,completed,32.5,0.0,ADMIN01
T00421,2025-05-17,S01,EXC002,excavator,OP1002,excavation,m3,140,dry,0.0,2025-05-17 12:47:00,144,2025-05-17 11:23:00,2025-05-17 14:31:00,188.0,112,140.0,completed,36.0,0.0,ADMIN01
T00422,2025-05-17,S02,EXC003,excavator,OP1003,truck_loading,m3,120,wet,7.3,2025-05-17 08:08:00,96,2025-05-17 08:08:00,2025-05-17 10:19:00,131.0,119,120.0,completed,26.3,0.0,ADMIN01
T00423,2025-05-17,S02,EXC003,excavator,OP1003,excavation,m3,190,wet,7.3,2025-05-17 10:39:00,195,2025-05-17 10:26:00,2025-05-17 16:17:00,351.0,254,190.0,completed,31.0,1.2,ADMIN01
T00424,2025-05-17,S02,EXC003,excavator,OP1003,excavation,m3,200,wet,7.3,2025-05-17 14:04:00,206,2025-05-17 16:21:00,,,29,18.0,partial,30.0,2.7,ADMIN01
T00425,2025-05-17,S02,EXC004,electric_excavator,OP1004,trenching,m3,135,wet,7.3,2025-05-17 08:08:00,216,2025-05-17 08:05:00,2025-05-17 14:12:00,367.0,238,135.0,completed,28.3,0.0,ADMIN01
T00426,2025-05-17,S02,EXC004,electric_excavator,OP1004,truck_loading,m3,230,wet,7.3,2025-05-17 12:39:00,184,2025-05-17 14:20:00,,,94,94.7,partial,31.2,4.1,ADMIN01
T00427,2025-05-17,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,20,dry,0.0,2025-05-17 08:08:00,120,2025-05-17 08:08:00,2025-05-17 10:17:00,129.0,113,20.0,completed,31.9,0.0,ADMIN01
T00428,2025-05-17,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,20,dry,0.0,2025-05-17 10:18:00,120,2025-05-17 10:28:00,2025-05-17 13:42:00,194.0,116,20.0,completed,35.1,0.0,ADMIN01
T00429,2025-05-17,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,35,dry,0.0,2025-05-17 13:13:00,210,2025-05-17 13:52:00,,,134,25.3,partial,36.8,0.0,ADMIN01
T00430,2025-05-17,S03,EXC006,excavator,OP1006,trenching,m3,100,rocky,0.0,2025-05-17 08:08:00,160,2025-05-17 08:07:00,2025-05-17 11:21:00,194.0,151,100.0,completed,27.0,0.0,ADMIN01
T00431,2025-05-17,S03,EXC006,excavator,OP1006,trenching,m3,100,rocky,0.0,2025-05-17 11:43:00,160,2025-05-17 11:25:00,2025-05-17 15:01:00,216.0,151,100.0,completed,31.0,0.0,ADMIN01
T00432,2025-05-17,S03,EXC006,excavator,OP1006,trenching,m3,75,rocky,0.0,2025-05-17 14:33:00,120,2025-05-17 15:11:00,,,85,57.4,partial,31.6,0.0,ADMIN01
T00433,2025-05-17,S01,WL001,wheel_loader,OP1013,stockpiling,m3,295,dry,0.0,2025-05-17 08:08:00,142,2025-05-17 08:05:00,2025-05-17 10:28:00,143.0,106,295.0,completed,32.0,0.0,ADMIN01
T00434,2025-05-17,S01,WL001,wheel_loader,OP1013,stockpiling,m3,340,dry,0.0,2025-05-17 11:25:00,163,2025-05-17 10:34:00,2025-05-17 13:49:00,195.0,123,340.0,completed,35.2,0.0,ADMIN01
T00435,2025-05-17,S01,WL001,wheel_loader,OP1013,truck_loading,m3,300,dry,0.0,2025-05-17 14:18:00,180,2025-05-17 13:59:00,,,139,256.6,partial,36.8,0.0,ADMIN01
T00436,2025-05-17,S03,WL002,wheel_loader,OP1008,truck_loading,m3,265,rocky,0.0,2025-05-17 08:08:00,159,2025-05-17 08:06:00,2025-05-17 10:49:00,163.0,127,265.0,completed,26.6,0.0,ADMIN01
T00437,2025-05-17,S03,WL002,wheel_loader,OP1008,truck_loading,m3,360,rocky,0.0,2025-05-17 11:42:00,216,2025-05-17 10:58:00,2025-05-17 15:42:00,284.0,194,360.0,completed,31.0,0.0,ADMIN01
T00438,2025-05-17,S02,DZ001,dozer,OP1009,spreading,m3,180,wet,7.3,2025-05-17 08:08:00,118,2025-05-17 08:08:00,2025-05-17 10:57:00,169.0,129,180.0,completed,26.8,0.0,ADMIN01
T00439,2025-05-17,S02,DZ001,dozer,OP1009,site_clearing,m2,875,wet,7.3,2025-05-17 11:01:00,158,2025-05-17 11:05:00,2025-05-17 15:56:00,291.0,197,875.0,completed,31.5,0.0,ADMIN01
T00440,2025-05-17,S02,DZ001,dozer,OP1009,site_clearing,m2,900,wet,7.3,2025-05-17 13:49:00,162,2025-05-17 16:08:00,,,47,211.7,partial,30.0,3.6,ADMIN01
T00441,2025-05-17,S03,DZ002,dozer,OP1010,spreading,m3,325,rocky,0.0,2025-05-17 08:08:00,213,2025-05-17 08:07:00,2025-05-17 11:36:00,209.0,174,325.0,completed,27.2,0.0,ADMIN01
T00442,2025-05-17,S03,DZ002,dozer,OP1010,spreading,m3,335,rocky,0.0,2025-05-17 12:36:00,219,2025-05-17 11:44:00,2025-05-17 15:26:00,222.0,155,335.0,completed,31.3,0.0,ADMIN01
T00443,2025-05-17,S01,BH001,backhoe_loader,OP1011,backfilling,m3,60,dry,0.0,2025-05-17 08:08:00,123,2025-05-17 08:05:00,2025-05-17 10:22:00,137.0,109,60.0,completed,31.9,0.0,ADMIN01
T00444,2025-05-17,S01,BH001,backhoe_loader,OP1011,trenching,m3,60,dry,0.0,2025-05-17 11:06:00,216,2025-05-17 10:27:00,2025-05-17 14:42:00,255.0,174,60.0,completed,35.6,0.0,ADMIN01
T00445,2025-05-17,S01,BH001,backhoe_loader,OP1011,backfilling,m3,55,dry,0.0,2025-05-17 14:52:00,113,2025-05-17 14:51:00,2025-05-17 16:51:00,120.0,93,55.0,completed,36.7,0.0,ADMIN01
T00446,2025-05-17,S02,BH002,backhoe_loader,OP1014,trenching,m3,35,wet,7.3,2025-05-17 08:08:00,126,2025-05-17 08:07:00,2025-05-17 10:44:00,157.0,122,35.0,completed,26.6,0.0,ADMIN01
T00447,2025-05-17,S02,BH002,backhoe_loader,OP1014,backfilling,m3,90,wet,7.3,2025-05-17 11:09:00,185,2025-05-17 10:50:00,2025-05-17 14:45:00,235.0,161,90.0,completed,31.0,0.0,ADMIN01
T00448,2025-05-17,S02,BH002,backhoe_loader,OP1014,trenching,m3,45,wet,7.3,2025-05-17 14:24:00,162,2025-05-17 14:54:00,,,89,27.0,partial,31.0,4.1,ADMIN01
T00449,2025-05-19,S01,EXC001,mini_excavator,OP1005,trenching,m3,40,dry,0.0,2025-05-19 08:08:00,240,2025-05-19 08:06:00,2025-05-19 12:26:00,260.0,215,40.0,completed,36.2,0.0,ADMIN01
T00450,2025-05-19,S01,EXC001,mini_excavator,OP1005,excavation,m3,25,dry,0.0,2025-05-19 13:03:00,120,2025-05-19 13:17:00,2025-05-19 15:17:00,120.0,112,25.0,completed,39.4,0.0,ADMIN01
T00451,2025-05-19,S01,EXC002,excavator,OP1002,trenching,m3,105,dry,0.0,2025-05-19 08:08:00,168,2025-05-19 08:07:00,2025-05-19 10:42:00,155.0,135,105.0,completed,35.2,0.0,ADMIN01
T00452,2025-05-19,S01,EXC002,excavator,OP1002,excavation,m3,95,dry,0.0,2025-05-19 11:51:00,98,2025-05-19 10:52:00,2025-05-19 13:34:00,162.0,85,95.0,completed,38.1,0.0,ADMIN01
T00453,2025-05-19,S01,EXC002,excavator,OP1002,excavation,m3,145,dry,0.0,2025-05-19 13:39:00,149,2025-05-19 13:41:00,2025-05-19 16:41:00,180.0,122,145.0,completed,39.4,0.0,ADMIN01
T00454,2025-05-19,S02,EXC003,excavator,OP1003,truck_loading,m3,260,dry,3.1,2025-05-19 08:08:00,208,2025-05-19 08:07:00,2025-05-19 13:57:00,350.0,208,260.0,completed,28.8,0.0,ADMIN01
T00455,2025-05-19,S02,EXC003,excavator,OP1003,truck_loading,m3,120,dry,3.1,2025-05-19 12:31:00,96,2025-05-19 14:06:00,2025-05-19 15:57:00,111.0,91,120.0,completed,31.8,0.0,ADMIN01
T00456,2025-05-19,S02,EXC003,excavator,OP1003,truck_loading,m3,150,dry,3.1,2025-05-19 14:17:00,120,2025-05-19 16:07:00,,,39,44.5,partial,31.5,0.0,ADMIN01
T00457,2025-05-19,S01,EXC005,electric_mini_excavator,OP1013,excavation,m3,45,dry,0.0,2025-05-19 08:08:00,216,2025-05-19 08:06:00,2025-05-19 11:23:00,197.0,174,45.0,completed,35.6,0.0,ADMIN01
T00458,2025-05-19,S01,EXC005,electric_mini_excavator,OP1013,excavation,m3,45,dry,0.0,2025-05-19 12:39:00,216,2025-05-19 11:32:00,,,195,44.4,partial,39.1,0.0,ADMIN01
T00459,2025-05-19,S03,EXC006,excavator,OP1006,excavation,m3,110,rocky,0.0,2025-05-19 08:08:00,113,2025-05-19 08:08:00,2025-05-19 10:18:00,130.0,109,110.0,completed,27.6,0.0,ADMIN01
T00460,2025-05-19,S03,EXC006,excavator,OP1006,trenching,m3,130,rocky,0.0,2025-05-19 10:56:00,208,2025-05-19 10:23:00,2025-05-19 16:02:00,339.0,227,130.0,completed,32.9,0.0,ADMIN01
T00461,2025-05-19,S03,EXC006,excavator,OP1006,excavation,m3,100,rocky,0.0,2025-05-19 14:34:00,103,2025-05-19 16:10:00,,,38,36.1,partial,33.7,0.0,ADMIN01
T00462,2025-05-19,S01,WL001,wheel_loader,OP1007,stockpiling,m3,440,dry,0.0,2025-05-19 08:08:00,211,2025-05-19 08:07:00,2025-05-19 14:51:00,404.0,238,440.0,completed,37.1,0.0,ADMIN01
T00463,2025-05-19,S01,WL001,wheel_loader,OP1007,truck_loading,m3,225,dry,0.0,2025-05-19 12:34:00,135,2025-05-19 15:03:00,,,91,148.3,partial,39.3,0.0,ADMIN01
T00464,2025-05-19,S01,WL001,wheel_loader,OP1007,stockpiling,m3,345,dry,0.0,2025-05-19 14:59:00,166,,,,0,0.0,not_started,,0.0,ADMIN01
T00465,2025-05-19,S03,WL002,wheel_loader,OP1008,truck_loading,m3,320,rocky,0.0,2025-05-19 08:08:00,192,2025-05-19 08:05:00,2025-05-19 11:34:00,209.0,171,320.0,completed,28.7,0.0,ADMIN01
T00466,2025-05-19,S03,WL002,wheel_loader,OP1008,stockpiling,m3,230,rocky,0.0,2025-05-19 12:15:00,110,2025-05-19 11:40:00,2025-05-19 14:18:00,158.0,92,230.0,completed,33.2,0.0,ADMIN01
T00467,2025-05-19,S03,WL002,wheel_loader,OP1008,stockpiling,m3,395,rocky,0.0,2025-05-19 14:15:00,190,2025-05-19 14:29:00,,,93,204.3,partial,34.0,0.0,ADMIN01
T00468,2025-05-19,S02,DZ001,dozer,OP1009,site_clearing,m2,950,dry,3.1,2025-05-19 08:08:00,171,2025-05-19 08:07:00,2025-05-19 10:46:00,159.0,147,950.0,completed,27.2,0.0,ADMIN01
T00469,2025-05-19,S02,DZ001,dozer,OP1009,grading,m2,905,dry,3.1,2025-05-19 11:54:00,109,2025-05-19 10:53:00,2025-05-19 13:16:00,143.0,86,905.0,completed,30.1,0.0,ADMIN01
T00470,2025-05-19,S02,DZ001,dozer,OP1009,grading,m2,900,dry,3.1,2025-05-19 13:53:00,108,2025-05-19 13:23:00,2025-05-19 15:12:00,109.0,103,900.0,completed,31.7,0.0,ADMIN01
T00471,2025-05-19,S03,DZ002,dozer,OP1010,grading,m2,1610,rocky,0.0,2025-05-19 08:08:00,193,2025-05-19 08:05:00,2025-05-19 11:09:00,184.0,159,1610.0,completed,28.4,0.0,ADMIN01
T00472,2025-05-19,S03,DZ002,dozer,OP1010,spreading,m3,165,rocky,0.0,2025-05-19 12:16:00,108,2025-05-19 11:17:00,2025-05-19 13:49:00,152.0,100,165.0,completed,32.6,0.0,ADMIN01
T00473,2025-05-19,S03,DZ002,dozer,OP1010,grading,m2,870,rocky,0.0,2025-05-19 14:14:00,104,2025-05-19 13:59:00,2025-05-19 15:43:00,104.0,84,870.0,completed,34.2,0.0,ADMIN01
T00474,2025-05-19,S01,BH001,backhoe_loader,OP1011,trenching,m3,45,dry,0.0,2025-05-19 08:08:00,162,2025-05-19 08:07:00,2025-05-19 11:03:00,176.0,149,45.0,completed,35.4,0.0,ADMIN01
T00475,2025-05-19,S01,BH001,backhoe_loader,OP1011,trenching,m3,50,dry,0.0,2025-05-19 11:45:00,180,2025-05-19 11:15:00,2025-05-19 15:09:00,234.0,154,50.0,completed,38.9,0.0,ADMIN01
T00476,2025-05-19,S02,BH002,backhoe_loader,OP1012,backfilling,m3,100,dry,3.1,2025-05-19 08:08:00,206,2025-05-19 08:08:00,2025-05-19 12:01:00,233.0,183,100.0,completed,28.0,0.0,ADMIN01
T00477,2025-05-19,S02,BH002,backhoe_loader,OP1012,backfilling,m3,85,dry,3.1,2025-05-19 12:29:00,175,2025-05-19 12:09:00,2025-05-19 16:34:00,265.0,182,85.0,completed,31.6,0.0,ADMIN01
T00478,2025-05-20,S01,EXC001,mini_excavator,OP1001,excavation,m3,30,dry,0.0,2025-05-20 08:08:00,144,2025-05-20 08:06:00,2025-05-20 10:35:00,149.0,139,30.0,completed,33.1,0.0,ADMIN01
T00479,2025-05-20,S01,EXC001,mini_excavator,OP1001,trenching,m3,35,dry,0.0,2025-05-20 11:27:00,210,2025-05-20 10:44:00,2025-05-20 15:12:00,268.0,174,35.0,completed,36.7,0.0,ADMIN01
T00480,2025-05-20,S01,EXC002,excavator,OP1002,truck_loading,m3,140,dry,0.0,2025-05-20 08:08:00,112,2025-05-20 08:08:00,2025-05-20 10:32:00,144.0,99,140.0,completed,33.1,0.0,ADMIN01
T00481,2025-05-20,S01,EXC002,excavator,OP1002,truck_loading,m3,205,dry,0.0,2025-05-20 10:55:00,164,2025-05-20 10:39:00,2025-05-20 15:24:00,285.0,147,205.0,completed,36.6,0.0,ADMIN01
T00482,2025-05-20,S01,EXC002,excavator,OP1002,trenching,m3,100,dry,0.0,2025-05-20 13:49:00,160,2025-05-20 15:35:00,,,72,50.8,partial,37.4,0.0,ADMIN01
T00483,2025-05-20,S02,EXC003,excavator,OP1012,truck_loading,m3,120,dry,0.0,2025-05-20 08:08:00,96,2025-05-20 08:06:00,2025-05-20 09:57:00,111.0,83,120.0,completed,27.2,0.0,ADMIN01
T00484,2025-05-20,S02,EXC003,excavator,OP1012,excavation,m3,115,dry,0.0,2025-05-20 09:54:00,118,2025-05-20 10:08:00,2025-05-20 12:28:00,140.0,104,115.0,completed,31.1,0.0,ADMIN01
T00485,2025-05-20,S02,EXC003,excavator,OP1012,excavation,m3,215,dry,0.0,2025-05-20 12:47:00,221,2025-05-20 13:21:00,,,169,178.2,partial,33.9,0.0,ADMIN01
T00486,2025-05-20,S02,EXC004,electric_excavator,OP1004,excavation,m3,200,dry,0.0,2025-05-20 08:08:00,206,2025-05-20 08:05:00,2025-05-20 13:53:00,348.0,207,200.0,completed,29.3,0.0,ADMIN01
T00487,2025-05-20,S02,EXC004,electric_excavator,OP1004,trenching,m3,125,dry,0.0,2025-05-20 12:29:00,200,2025-05-20 13:57:00,,,148,87.4,partial,34.0,0.0,ADMIN01
T00488,2025-05-20,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,20,dry,0.0,2025-05-20 08:08:00,120,2025-05-20 08:05:00,2025-05-20 10:47:00,162.0,117,20.0,completed,33.2,0.0,ADMIN01
T00489,2025-05-20,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,20,dry,0.0,2025-05-20 10:18:00,120,2025-05-20 10:52:00,2025-05-20 13:44:00,172.0,110,20.0,completed,36.2,0.0,ADMIN01
T00490,2025-05-20,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,40,dry,0.0,2025-05-20 13:13:00,192,2025-05-20 13:52:00,,,143,27.8,partial,37.5,0.0,ADMIN01
T00491,2025-05-20,S03,EXC006,excavator,OP1015,excavation,m3,190,rocky,0.0,2025-05-20 08:08:00,195,2025-05-20 08:07:00,,,256,188.6,partial,31.2,0.0,ADMIN01
T00492,2025-05-20,S03,EXC006,excavator,OP1015,truck_loading,m3,275,rocky,0.0,2025-05-20 12:18:00,220,,,,0,0.0,not_started,,0.0,ADMIN01
T00493,2025-05-20,S01,WL001,wheel_loader,OP1007,stockpiling,m3,205,dry,0.0,2025-05-20 08:08:00,98,2025-05-20 08:06:00,2025-05-20 10:05:00,119.0,88,205.0,completed,32.7,0.0,ADMIN01
